Unnamed: 0,Comment,id,date,Pos,Neg,Neu,Car brand,sentiment_score
486,Absolute beauty,"
 @lufetm
 ",2 years ago,0.792,0.0,0.208,Alfa Romeo,5
487,Matt sounds like Austin Powers sometimes.,"
 @nicktronson2977
 ",2 years ago,0.333,0.0,0.667,Alfa Romeo,3
488,I think the original exhaust sounds better...,"
 @omarstephenson8967
 ",1 year ago,0.271,0.259,0.471,Alfa Romeo,3
489,best SUV on earth,"
 @gennnech
 ",2 years ago,0.583,0.0,0.417,Alfa Romeo,5
490,Do Mad 0-60 test,"
 @currycel470
 ",2 years ago,0.0,0.516,0.484,Alfa Romeo,1
491,How did I miss this?,"
 @keasenne
 ",2 months ago,0.0,0.348,0.652,Alfa Romeo,1
492,Why do you measure height in bodyparts? Feet and such,"
 @Sebbson1337
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,3
493,A Lambo. that's what I want.,"
 @anuratohazra5629
 ",2 years ago,0.302,0.0,0.698,Alfa Romeo,5
494,Bravo,"
 @Den-sd3hn
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
495,the new giulia needs a switchable 4wd system,"
 @carmadnab7068
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,3
496,Car wow your best video i subscribe your channel ,"
 @simsarmon6853
 ",2 years ago,0.571,0.0,0.429,Alfa Romeo,5
497,Review the Giulia GTAM please Matt!,"
 @kayne8290
 ",2 years ago,0.341,0.0,0.659,Alfa Romeo,5
498,Matt said what the fuck in Italian now this some quality content,"
 @gtrfan137kereere6
 ",2 years ago,0.0,0.241,0.759,Alfa Romeo,3
499,"Matt: If you wanna see the review video of that car, click on the link up here.....
Editor: nope","
 @Lukeey420
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,1
500,I was thinking of getting an Alfa Romeo in the collection....am heading to the showroom tomorrow,"
 @RAJ-im8wv
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,3
501,"even u asked the acceleration time you got it wrong, manufacturer times are: 0-60 mph is 3.6s, 0-62 mph is 3.8s","
 @coltr7561
 ",2 years ago (edited),0.0,0.14,0.86,Alfa Romeo,1
502,Haha that intro,"
 @ryanbyrne4557
 ",2 years ago,0.6,0.0,0.4,Alfa Romeo,3
503,The tail lights come already tinted from factory so people think your a douchbag from the moment you drive away from the showroom.,"
 @mrjoel6
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,2
504,Every time I read Stelvio I keep thinking of the sugarless sweetener Stevia.,"
 @johnwilmington631
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
505,Love to see it Vs the Germans 🇩🇪🇩🇪🇩🇪,"
 @mohamadattar9330
 ",2 years ago,0.375,0.0,0.625,Alfa Romeo,5
506,Love alfas,"
 @mariuspetre1613
 ",2 years ago,0.808,0.0,0.192,Alfa Romeo,5
507,I wanna see you make a video with Doug who is with me.lol,"
 @thebrickhunters4826
 ",2 years ago (edited),0.0,0.0,1.0,Alfa Romeo,5
508,I LOL-ed at that number plate ... in my part of the world and in certain circles GFE meant Girl-Friend-Experience :D :D,"
 @marcusloke9173
 ",2 years ago,0.403,0.0,0.597,Alfa Romeo,1
509,"0:53 Pheew!..., My eyes just can't get over that asymmetrically placed front number plate, if I have one, I'll fit two plates in front or none, ","
 @esuaekpo9668
 ",2 years ago,0.151,0.0,0.849,Alfa Romeo,1
510,Pls matt can you do a video of the new maserati quattroporte trofeo?,"
 @goldeneagle8417
 ",2 years ago,0.106,0.0,0.894,Alfa Romeo,4
511,498.7 miles  9:23,"
 @fxmightymoe5674
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,1
512,Could think of quite a few I’d rather have ,"
 @alphabravo1060
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,3
513,Before this video I didn;t care avout alfa Romeo. Now I want to buy one.,"
 @deeptoot1453
 ",2 years ago,0.29,0.0,0.71,Alfa Romeo,1
514,He has the Preciousssss Timing Gear.,"
 @CBV123
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
515,"Mat: Hey Alfa, can I please see your carbon shaft?","
 @Dranzell
 ",2 years ago,0.223,0.0,0.777,Alfa Romeo,1
516,I wanna see Stelvio vs bmw x5m competition,"
 @capncook2
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
517,I binge all of your videos even though we do not have Carlow available in Norway. But please; Can you fix the audio volume for the first introduction (“Carwow - your one stop ...”) in ALL videos from before and from now on? I understand that commercials have slightly higher volume than the content to ensure everyone notices - but this is just exceedingly and needlessly high.,"
 @tomandresolli2030
 ",2 years ago,0.092,0.04,0.868,Alfa Romeo,1
518,Alfas awesome,"
 @casey2732
 ",2 years ago,0.804,0.0,0.196,Alfa Romeo,5
519,"""Don't you get skipping, i'm watching you!"" hahahaha","
 @MrEmanuelFerreira
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
520,"Alfa Romeo design, Ferrari engine, Brembo brakes... name a better trio.

I'll wait.","
 @riccardocorvino8556
 ",2 years ago,0.209,0.0,0.791,Alfa Romeo,2
521,U can save 12k buying the car. And u can buy maruti suzuki swift top end model for that 12k in India,"
 @tanghringonesoul383
 ",2 years ago (edited),0.286,0.0,0.714,Alfa Romeo,1
522,Very affordable cars. After a year you can get them for 80% of their price.,"
 @stanimirmn
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
523,Everytime mat : check the pop out Nothing,"
 @TheMr7ooda
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
524,The best family car in sedan,"
 @abdelheq7959
 ",2 years ago,0.457,0.0,0.543,Alfa Romeo,5
525,It's a nice bargain.,"
 @DoubleDeckerAnton
 ",2 years ago,0.821,0.0,0.179,Alfa Romeo,4
526,"Hey carwow, pls do this race, a lambo s vs sv vs svj.","
 @emmanuelokoye1077
 ",2 years ago,0.115,0.0,0.885,Alfa Romeo,5
527,Double wishbone suspension stuff of racing cars... Or 90s Honda civics?!,"
 @arows66
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
528,"Your ""Che Cazzo!"" was almost perfect","
 @amelsfr
 ",2 years ago,0.425,0.0,0.575,Alfa Romeo,5
529,Use it in a drag race with the bmw x3m and Mercedes Benz glc63 AMG and Range Rover Velar SVA and jaguar f pace SVR,"
 @anthonypagano6384
 ",2 years ago,0.0,0.079,0.921,Alfa Romeo,5
530,Forza Alfa! Love my giulia,"
 @memyselfandi7675
 ",2 years ago,0.529,0.0,0.471,Alfa Romeo,5
531,Woooow he said “Akrapovič” almost 100%  corect!,"
 @mitjaSLO666
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
532,''because this is carwow and i'm mat watson and that;s how i roll'',"
 @peacechukwunulu2167
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,1
533,Some days I love cars,"
 @hardwiregaming5056
 ",2 years ago,0.583,0.0,0.417,Alfa Romeo,5
534,Is giulia qv better than that? Performancewise,"
 @karlovlasic2764
 ",2 years ago,0.326,0.0,0.674,Alfa Romeo,3
535,I swear jack is in car throttle too ,"
 @kainefountain7872
 ",2 years ago,0.0,0.167,0.833,Alfa Romeo,1
536,You May Like it or Dont Like Alfas but Drivers Smile can Tell you everything you want to know,"
 @greensouldier4474
 ",1 year ago,0.353,0.0,0.647,Alfa Romeo,4
537,Can u do a video on the toyota crown 2020 pls ,"
 @avneeshav161
 ",2 years ago,0.14,0.0,0.86,Alfa Romeo,5
538,Can you please do a review of the audi rs5 b8,"
 @_neo_7911
 ",2 years ago,0.204,0.0,0.796,Alfa Romeo,4
539,Bella macchina,"
 @peteroppong2010
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
540,It's carbon fibre used throughout not aluminium ,"
 @hitenpatel9020
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,3
541,"Lovely Jubbly, only AlfaRomeo ","
 @paultaylor9652
 ",2 years ago,0.559,0.0,0.441,Alfa Romeo,4
542,no alfa romeo stelvio is enough with 510 hp.,"
 @kresimirmilisa5560
 ",2 years ago,0.0,0.216,0.784,Alfa Romeo,2
543,This car is the best cheap expensive fun beautiful suv,"
 @aminelhaddad6042
 ",2 years ago,0.62,0.0,0.38,Alfa Romeo,5
544,Alfa️,"
 @mattia3458
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
545,9:20 This sound is Akrapovics art not Alfa...,"
 @romascenko
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,1
546,Matt Looking classy in the glasses and I followed your IG ,"
 @mulengakabanga7257
 ",2 years ago,0.244,0.0,0.756,Alfa Romeo,5
547,Alfa Romeo Stelvio QV the name is like a tongue twister,"
 @triplettutorials8334
 ",2 years ago,0.217,0.0,0.783,Alfa Romeo,1
548,Motor journalist can only take you thru its design and features but the main problem with this car is reliablity issues...Owner’s has one of the worst reliablity problems with dis vehicle...,"
 @udaypradhan1607
 ",2 years ago,0.0,0.313,0.687,Alfa Romeo,2
549,"Because this is car wow, and I’m Matt Watson, and that’s how I roll ","
 @muzifele6902
 ",2 years ago,0.241,0.0,0.759,Alfa Romeo,5
550,the best suv and car brand in the world,"
 @enginooliveira9253
 ",2 years ago,0.344,0.0,0.656,Alfa Romeo,5
551,Review a Lamborghini Car Mat Sir.  Much needed on this Channel,"
 @rathan.p955
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
552,Classic carbuyer scene,"
 @Account1746
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
553,Wow this is fast.,"
 @TYmaslo
 ",2 years ago,0.559,0.0,0.441,Alfa Romeo,5
554,My favorite suv,"
 @morrispontifect
 ",2 years ago,0.6,0.0,0.4,Alfa Romeo,5
555,7:02 Mat sure is full of spunk,"
 @TheSummoner
 ",2 years ago,0.277,0.0,0.723,Alfa Romeo,1
556,@9:20  that exhaust is ️️️️️️️️️️️️,"
 @jaatharsh
 ",2 years ago,0.0,0.355,0.645,Alfa Romeo,1
557,"I didn't skip,I watched till the end lol","
 @thedude6688
 ",2 years ago,0.318,0.0,0.682,Alfa Romeo,5
558,Can you review a dodge challenger demon ?,"
 @yerubandisridevi3049
 ",2 years ago,0.231,0.0,0.769,Alfa Romeo,1
559,"When i m looking to buy a car before 3 months, i didn’t want germans...it’s boring. I was looking to Stelvio 2.0 280hp and DS7 hybrid 300hp. I was looking what people say about quality...So much errors in Stelvio. Lot of problems in 20-30.000km, electronic first of all. It’s amazing car to drive, amazing. Beautiful also. But i buy DS7, also good to drive, more safety systems (i have a familly) and it’s more luxurious. Better materiels in the cabin. I didn’t want to have a car which is more time in garage for repair, but i look every stelvio in the street always. Amazing car...+ this 2.9 l ...","
 @dusanbankovic5150
 ",2 years ago,0.232,0.044,0.723,Alfa Romeo,2
560,"I like Alfa Romeo. So, I want to revew Giulia. Please shortlist the revew.","
 @zonoa3411
 ",2 years ago,0.415,0.0,0.585,Alfa Romeo,4
561,Great job....,"
 @lglg4151
 ",2 years ago,0.804,0.0,0.196,Alfa Romeo,5
562,Mat Watson vs Jeremy Clarkson in there own personal cars!!?,"
 @caveman4093
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,1
563,Its awesome,"
 @qba4455
 ",2 years ago,0.804,0.0,0.196,Alfa Romeo,5
564,I see they still have not fixed the TOW BAR issue….?????,"
 @veryswede1576
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,2
565,"-""Do you know what the Alfa Romeo Stelvio and the cathedral of Milan have in common?""
-Yes, they both weight about the same","
 @d33pNacho
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,2
566,nice Alfa Romeo,"
 @Wotocar
 ",2 years ago,0.583,0.0,0.417,Alfa Romeo,5
567,The rims are too small for me...,"
 @zyy5511
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,2
568,So a bigger giulia.Same fun and toss around car but with bigger chassis.,"
 @alpacamix
 ",2 years ago,0.172,0.0,0.828,Alfa Romeo,3
569,It also has a new chin spoiler more aggressive!!!!,"
 @jamesdarren9149
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
570,Mat please review the glc 63s,"
 @mountainlord7177
 ",2 years ago,0.315,0.0,0.685,Alfa Romeo,4
571,176mph ,"
 @shanjanusman9974
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,3
572,Cha cazzo!! Ahahahahah well said Mat!!,"
 @Pacione620
 ",2 years ago,0.395,0.0,0.605,Alfa Romeo,1
573,This is a Hot car,"
 @SENZOCOM
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
574,quadrifoglio stands for FOUR LEAFED clover,"
 @trevorb5978
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,4
575,"Help me Carwow, to find a car that doesn't start at £70,000.","
 @andrewkey9401
 ",2 years ago,0.213,0.0,0.787,Alfa Romeo,5
576,must buy,"
 @Mcdavyy
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
577,Make a review about the giulia quadrifoglio!!,"
 @inkas_0534
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,4
578,是非日本語で翻訳した動画お願いします,"
 @user-wt2km3hk4d
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,1
579,that pingu sound,"
 @hakimalghifari
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
580,This is my next car purchase..,"
 @thulanimazibuko9568
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
581,@carwow why aren't you testing the new alfa romeo tonale??,"
 @FM-qv7iw
 ",5 months ago,0.0,0.0,1.0,Alfa Romeo,1
582,"Girlfriend: did you bring protection?
Me: *googling* help me carwow","
 @razvan2346
 ",2 years ago (edited),0.231,0.0,0.769,Alfa Romeo,1
583,Has Android Auto been updated to fullscreen now? One of the pet hates I have with my 2019 as CarPlay does it.,"
 @whittoefc
 ",2 years ago,0.0,0.127,0.873,Alfa Romeo,3
584,"Just been on the UK Alfa configurator, no white... just red, blue, grey & black. Odd.","
 @PurpleTT99
 ",2 years ago,0.068,0.254,0.678,Alfa Romeo,3
585,you should race that with a bmw m4,"
 @danielclare3339
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
586,I stopped watched because Matt called it the Stalvio and not Stelvio ,"
 @HensenKevin
 ",2 years ago,0.0,0.16,0.84,Alfa Romeo,1
587,9:24 Bye to noise regulations,"
 @kevin10jojo2
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,1
588,Can I have it in a gearbox?,"
 @swedishmansion8262
 ",1 year ago,0.0,0.0,1.0,Alfa Romeo,3
589,"as u get older u want 2 things, comfort and reliability. neither exist in italian cars","
 @fatninjafatninja9713
 ",2 years ago,0.257,0.0,0.743,Alfa Romeo,4
590,Best suv In the market,"
 @dannybanshee01
 ",2 years ago,0.512,0.0,0.488,Alfa Romeo,5
591,You should drag race this car and the lambo urus,"
 @lollipopcars
 ",2 years ago,0.0,0.174,0.826,Alfa Romeo,5
592,Hey Matt high definition camera is really good it shows us your age,"
 @ramanjitsingh4340
 ",2 years ago,0.21,0.0,0.79,Alfa Romeo,5
593,Can you take a Lamborghini Urus in this chanel?,"
 @matinjafari9808
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
594,Is this the race track used during the filming of the Grand tour??,"
 @Ashwin-zg7rt
 ",2 years ago,0.219,0.0,0.781,Alfa Romeo,3
595,"BMW, Porsche, Audi, Merc WHO ????
FORZA ALFA BABY !!!!!
THE KING IS BACK  !!!!!","
 @jamesterakazis6624
 ",1 year ago,0.0,0.0,1.0,Alfa Romeo,1
596,Seems like Maserati doesn’t sell cars to England. Never seen them on this channel,"
 @grudon5791
 ",2 years ago,0.161,0.0,0.839,Alfa Romeo,1
597,Alfa ,"
 @cijev2020
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
598,Espero y esté lo pasen al canal de latinoamerica,"
 @julianrivera672
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
599,It's better to buy a BMW X5  I think.,"
 @aadityakapadia5786
 ",2 years ago,0.326,0.0,0.674,Alfa Romeo,3
600,Are you going to get a go of the new Alfa Romeo Giulia GTA M? Please Please Please!,"
 @s-t-e-v-e2824
 ",2 years ago,0.339,0.0,0.661,Alfa Romeo,5
601,3:19 how that didn't interrupted him,"
 @baja955
 ",2 years ago,0.274,0.0,0.726,Alfa Romeo,3
602,"And no matter how good it is, people still go for bmw","
 @Baukevandijk
 ",2 years ago,0.263,0.145,0.592,Alfa Romeo,4
603,"Typical Alfa: If you can't handle the car in Race Mode, you are not worthy of listening to the full exhaust note.","
 @postbodegt
 ",2 years ago,0.0,0.187,0.813,Alfa Romeo,3
604,Nice vedio,"
 @kalpeshpatel5213
 ",2 years ago,0.737,0.0,0.263,Alfa Romeo,4
605,Forza Alfa Romeo,"
 @bebisr
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
606,"Drag race idea:
C63
E63
M3
M5
RS4
RS6","
 @cropgames4723
 ",2 years ago,0.0,0.192,0.808,Alfa Romeo,4
607,Mat we want a subaru drag race,"
 @albertkigotho8065
 ",2 years ago,0.181,0.264,0.556,Alfa Romeo,5
608,that ride height though. tire to fender clearance is atrocious,"
 @kornypony
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,3
609,"Alfa Romeo is best 
Why don't they sell in India","
 @vedantmagar6283
 ",2 years ago,0.318,0.0,0.682,Alfa Romeo,5
610,Super !,"
 @FastCarsFR
 ",2 years ago,1.0,0.0,0.0,Alfa Romeo,5
611,This is the 3rd attempt at watching this vid. That's how much this Alfa doesn't matter.,"
 @hertzer2000
 ",2 years ago,0.0,0.067,0.933,Alfa Romeo,1
612,"I don't know what but during the last few videos I felt that matt is not enjoying himself. @carwow, please take care of this? He probably needs a break or a raise?","
 @sridharsinghal1232
 ",2 years ago,0.21,0.101,0.689,Alfa Romeo,2
613,,"
 @Gagandeep-np2uv
 ",2 years ago,0.0,0.0,0.0,Alfa Romeo,4
614,This vs X3M please,"
 @polymonk
 ",2 years ago,0.434,0.0,0.566,Alfa Romeo,5
615,Lowkey looks like a Porsche x X6,"
 @mthoko_j7745
 ",2 years ago,0.385,0.0,0.615,Alfa Romeo,2
616,Second hand value £3.75,"
 @arzemagic
 ",2 years ago,0.737,0.0,0.263,Alfa Romeo,1
617,Video on Mercedes GLE 43 AMG Coupe? Just got Renntech tune. Love it.,"
 @brianneeley9455
 ",2 years ago,0.259,0.0,0.741,Alfa Romeo,5
618,You should also make an Indian carwow channel,"
 @pushkermehra2916
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,4
619,any good off road,"
 @sillysod998
 ",2 years ago,0.492,0.0,0.508,Alfa Romeo,1
620,"Get an Alpha Romeo, the most reliable SUV for £75000","
 @CaneDimitrov
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
621,I mastered the whole car wow intro,"
 @quazdecuz4327
 ",2 years ago,0.432,0.0,0.568,Alfa Romeo,5
622,The best!!!,"
 @jorgesantoscar2drive544
 ",2 years ago,0.835,0.0,0.165,Alfa Romeo,5
623,But you failed to give it a Matt score...,"
 @snorkosaurus
 ",2 years ago,0.0,0.389,0.611,Alfa Romeo,3
624,Hey hey hey .... That's How i Roll .... ,"
 @rohitgilhotra9873121
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
625,I must confess I skipped to the launch ,"
 @markrhoden68
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,1
626,250 mile between fill ups? no,"
 @bblair2627
 ",2 years ago,0.0,0.306,0.694,Alfa Romeo,1
627,It's nice!,"
 @AlexandarJL
 ",2 years ago,0.756,0.0,0.244,Alfa Romeo,4
628,Grab me an A.Martin V12 Vantage,"
 @siddharth5981
 ",2 years ago (edited),0.0,0.0,1.0,Alfa Romeo,5
629,Race the masseratti suv vs this one,"
 @oswaldocastillo6305
 ",1 year ago,0.0,0.0,1.0,Alfa Romeo,5
630,This is the new poor man's Maserati Grecale.,"
 @n.b.2385
 ",1 month ago,0.0,0.307,0.693,Alfa Romeo,1
631,Race mode ,"
 @geetee4037
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,4
632,13:25 buy it,"
 @dawinalexander9433
 ",2 years ago,0.0,0.0,1.0,Alfa Romeo,5
633,I want to trade my wife for this Beauty Beast,"
 @blackbeast164
 ",2 years ago,0.453,0.0,0.547,Alfa Romeo,5
634,Genesis G70...why haven't you reviewed it?,"
 @anesupasipanodya
 ",2 years ago (edited),0.0,0.0,1.0,Alfa Romeo,3
635,La mia auto alfa romeo stelvio quadrifoglio ,"
 @faizarafebian6348
 ",2 years ago,0.0,0.268,0.732,Alfa Romeo,5
636,Not really....I'd have the X4m please,"
 @vindevhunta4905
 ",2 years ago,0.315,0.0,0.685,Alfa Romeo,2
637,thanks for 4K !,"
 @marioboss79
 ",2 years ago,0.615,0.0,0.385,Alfa Romeo,5
638,"6:54 WTF...!!!
Hy Matt, CHEERS from Italy ...","
 @abraxas81
 ",2 years ago,0.402,0.0,0.598,Alfa Romeo,1
639,Great,"
 @benjaminreob3752
 ",2 years ago,1.0,0.0,0.0,Alfa Romeo,5
640,agree or disagree... Mat Watson would be an ideal Watson in a Sherlock Holmes movie,"
 @sviyy9396
 ",2 years ago,0.33,0.0,0.67,Alfa Romeo,3
