Name,Comment,Date,Model
mollytherocker,"I drove a diesel Macan last year and was pretty shocked how boring it was.And I dont get this crossover segment. Its big, tall, but not so big inside with a crap boot. What is it for?Its like its compromised on everything and doesnt do anything well.I wouldnt pay £18k for one. ","September 20, 2016",Porsche Macan
ORD,"I drove a diesel SUV and found it boring.In other interesting news, I touched some water and found it all wet. I then touched fire and found it very hot. ","September 20, 2016",Porsche Macan
LambShank,"ORD said:In other interesting news, I touched some water and found it all wet. I then touched fire and found it very hot.Would've been better doing it the other way round.Probably. ORD said: ","September 20, 2016",Porsche Macan
ORD,Touché. ,"September 20, 2016",Porsche Macan
spareparts,"mollytherocker said:I drove a diesel Macan last year and was pretty shocked how boring it was.And I dont get this crossover segment. Its big, tall, but not so big inside with a crap boot. What is it for?Its like its compromised on everything and doesnt do anything well.I wouldnt pay £18k for one.It is compromised.In comparison: the Cayenne (too big and truck like), the X5 (too cold/utilitarian, vertical at the windscreen, too big for central London), GLE (rubbish to drive and like looking through a letterbox), GLC (quite nice and a cheaper alternative), Audi (no thanks), XC60 (rubbish drivetrain), RR (expensive, dubious reliability beyond the basic warranty period, and depreciates fast)...The Macan, however, in comparison to other SUVs: amazing to drive, fast, superlative build quality, very comfortable interior at the front, enough room in the rear for our needs, quiet, good visibility through the front and past A-pillars, and exceptional residuals. And the Macan feels like a quality/premium product which it is- even though it is compact. So all round, it feels the best product for us. Second place goes to the Merc GLC - a very nice product, at a commensurate lower price point.The Macan isn't for everyone. Like most other SUVs aren't either. mollytherocker said: ","September 20, 2016",Porsche Macan
langlord,"Bernardino - have you actually spec'd up you diesel S against the GTS.Personally I found the cost very similar especially when residuals come into play as effectively the GTS comes as standard with quite a bit more over the Diesel S, obviously one of the more costly items being the sport design kit, which if you don't spec will make the diesel S cheaper.For me though the small difference in cost when you get the following on top that cant be specified:Brakes from the turbo.Improved suspension.The engine! which also has a big impact on the PES.Potential to have the GTS interior - although costly, for effectively contrast stitching, different seat belts and dials.I think there are some GTS build slots available as well from what I have heard in the not to distant future. ","September 21, 2016",Porsche Macan
Bernardino,"langlord said:Bernardino - have you actually spec'd up you diesel S against the GTS.Personally I found the cost very similar especially when residuals come into play as effectively the GTS comes as standard with quite a bit more over the Diesel S, obviously one of the more costly items being the sport design kit, which if you don't spec will make the diesel S cheaper.For me though the small difference in cost when you get the following on top that cant be specified:Brakes from the turbo.Improved suspension.The engine! which also has a big impact on the PES.Potential to have the GTS interior - although costly, for effectively contrast stitching, different seat belts and dials.I think there are some GTS build slots available as well from what I have heard in the not to distant future.Yeah I did spec a GTS and found this too although to bring it in line with diesel a deposit was required. I spoke to my OPC who said he didn't have a build slot at the moment. langlord said: ","September 21, 2016",Porsche Macan
squirejo,"We've just got rid of our Macan S diesel after 2yrs. We ""downsized"" from a cayenne when we didn't need to cart prams around. I say downsized, cos it's as wide, just a bit shorter.I didn't like it. V heavy steering, crash ride, high NVH, v slow to engage reverse, woolly throttle response in anything other than sport mode, poor brake modulation. Not very practical either with the steeply raked boot. It was good when solo on a country road but that's not the point of a family car for us.Enter stage left the F pace 3.0S petrol. First impressions are much better in all of the areas of deficit of the Macan. If anyone asked me what porsche sub to buy, I could only recommend the cayenne which was great. ","September 21, 2016",Porsche Macan
JMBMWM5,"squirejo said:We've just got rid of our Macan S diesel after 2yrs. We ""downsized"" from a cayenne when we didn't need to cart prams around. I say downsized, cos it's as wide, just a bit shorter.I didn't like it. V heavy steering, crash ride, high NVH, v slow to engage reverse, woolly throttle response in anything other than sport mode, poor brake modulation. Not very practical either with the steeply raked boot. It was good when solo on a country road but that's not the point of a family car for us.Enter stage left the F pace 3.0S petrol. First impressions are much better in all of the areas of deficit of the Macan. If anyone asked me what porsche sub to buy, I could only recommend the cayenne which was great.This speaks volumes . I test drove one and TBH did not like it, huge thing with little room.Shame the new Panamera is so expensive. squirejo said: ","September 22, 2016",Porsche Macan
squirejo,"not trying to p*ss on anyone's bonfire, many happy owners out there, but just to add, I had the opportunity to drive the Fpace more this weekend including m'way 100 mile + stop start traffic. Its just better in every category. Comfort, linear response, smoothness (3.0 petrol s'charged. The infotech is miles better too. I buy enough new cars to recognise a honeymoon period but this car outperforms the Macan (For our requirements...) hand over fist. ","September 26, 2016",Porsche Macan
Fish,"Well we have a Macan coming, great to drive and perfectly big enough for what we want. I looked at the F Pace and felt the interior cheap and the car is too big.Main point though is there are thousands of F pace out there already which will have massive depn and very few Macan... ","September 27, 2016",Porsche Macan
langlord,"Squirejo - What are you comparing the Fpace 3.0 againt?If its a 2015 Macan S - then a few things to consider - base price the Fpace 3.0 is £7k more and your now in GTS land which has notable upgrades (brakes, suspension, power delivery over the Macan S.Also the information system on the new models with PCM 4.0 is a big upgrade and I found it to be comparable to Jaguars system, I agree the digital dash is very good though on the fpace and I would have loved it on our macan.However once spec'd an fpace 3.0 is easily into the £60k's and the quality of the materials at this price point I just found lacking, not to mention the driver involvement especially when compared to the GTS.I would say though I think at entry level the F pace is the best all round 4x4 out there. ","September 27, 2016",Porsche Macan
