Name,Comment
Sweeney70,"Red Milano spotted in Shoreham, Kent yesterday"
Big Chris 1209,"Seen that Stelvio again in Central Milton Keynes shopping centre, on Saturday, Lady driving it. Nearly crashed into a range rover cause I was looking. LOL:blabla:"
W1NST,Red Milano at Birchwood Starbucks this lunchtime. The only other Stelvio I have seen on the road in the 2 weeks I have had mine!
W1NST,Was it a red one with number plate starting S123....?
paultrim,"No, it was a blue one.I have seen a red Stelvio tho outside Starbucks, just off Birchwood, Warrington a couple of months ago, might have been the same chap"
cue2,But an Italian car outside a place serving cr@p coffee?!
W1NST,"Bizarrely, I find the Lavazza coffee at Wetherspoons for a quid is rather good!"
cue2,We use Lavazza in our machine at home. It’s a good Turin coffee. Starbucks though..
jparkin486,White Stelvio heading out of Guildford towards Bramley this lunchtime. Just managed a quick wave as we passed
Big Chris 1209,Saw the Giulia version of the Stelvio White with red stripes & serpent on the bonnet. On the A421 in Bedford On Sunday.
paultrim,"Red QV this evening parked up in Port Solent, Portsmouth. Looked absolutely stunning and first QV Stelvio I’ve seen out of a showroom. ?"
Mash1138,Not seen any apart from the one on my driveway!
cue2,Is that because they’re on Alfa forecourts?I rather foolishly bought a new one.
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok."
,
W1NST,Silver Speciale on Barton Bridge yesterday afternoon. Looked a lot nicer in silver than I thought it would.
wictod,Thought I had the only Stelvio in Essex3 months with the car without seeing another then I saw a Black one coming down Wingletye Lane Hornchurch yesterday evening..
W1NST,"We are in South Brittany on holiday at the moment. 3 Stelvios spotted today within a 15 minute period. Misano Blue Nero Edizione, Milano Blue Speciale and a white Milano. Looks like they are selling a few out here!"
cue2,Hope to see some in Italy in the next couple of weeks..
wictod,Monte Carlo Blue mirror image of mine South Woodham Ferrers early afternoon.. Nothing for months then two within a few days
cue2,I saw a Stelvio in Kensington last week in a metallic beige which must be Imola and it looked very silky and shiny in its own special way.
jparkin486,"Belated spot, Montecarlo blue Stelvio parked up opposite the Indian restaurant I was in on thursday evening in Tewkesbury.Looked just right in front of the old architecture of the High Street."
cue2,Wasn’t me.
W1NST,Fellow Brit Stelvio today in South Brittany. Red Nero Edizione 19 plate in red - looked tasty!
fangio63,Ok - so who was it in the Red Stelvio heading up Woodbridge Hill in Guildford last night at about ten to nine..If you'd have looked in your mirrors you might have seen me ...
fangio63,And a black one next to the Asda car park Lower Earley... Bit of Alfa parking .. right on the end of the row.. Must be local to me
Oomidamon,"I saw three others over the weekend - on Saturday I was in convoy with a grey one on the M42 and A38, parked next to a red Milano in Castleton in the evening then saw a black one going in the other direction on the M42 yesterday afternoon."
cue2,"Saw several Stelvia in Italy over the last week and a half, including this one outside a hotel in Verona."
markies,Saw a green one today at Research garage.. It is gorgeous in that colour. Classy!
jparkin486,"A grey Stelvio on the A4 near The Spring Inn Theale.Dark ""Petal"" alloys. It may have been a Nero Edition but I only got a passing glance"
cue2,The petal wheels are 2019 Speciale spec aren’t they?
Mash1138,"Standard on Speciale, added as an option to my Milano"
jparkin486,"Stop changing the standard spec on your cars!! I can't keep on changes via the configurator!!Bring back badges on the backs of cars like L, GL, GLX, SRi etc.... we knew where we stood then!! :rofl:It confuses a stupid person!!"
cue2,"No , not the companycar-parking-lot pecking order!"
jparkin486,I remember my dad trying to decide on whether to have a top spec Cavalier or a low spec Charlton!!Car park politics! &#55357;&#56898;
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok."
,
Darth Vader,I’m in Essex. Only seen one other QF in Basildon. Two other diesel stelvio sin Waitrose car park in Billericay
leraunch,"Just got back from Naples and Sorrento and saw loads of stelvios, lipari grey seemed to be the most popular choice. Only saw one Guilia all week though."
wictod,Saw two down the A127 last week.. One Red West Bound at the Fortune of War roundabout and a Monte Carlo Blue West turning off the 127 for 130 towards Canvey..
cue2,Are the Fiat Tractor plant offering them as company cars?
wictod,Followed a White one off the A127 to Nevendon road.. must be a tractor factory worker finishing the late shift..
Twiss002009,Looked like a Vesuvio grey Stelvio going through Stockton Heath on the A49 about 1030 am today. I was going opposite way in a Vesuvio grey Giulia. We gave each other a little wave!
jparkin486,Saw a Visconti Green Stelvio this afternoon on the M4 eastbound near Theale.Think it needs a bit of sun on it to make it pop. Looked a bit dull under cloudy skies
Sir Baloney,"Just seen five Fiat/Alfa transporters approaching Liestal on the Swiss A2 and later on the A5 near Freiburg. Three of them had six Stelvios each in a mix of colours with some Quadrifoglios, presumably on their way to some lucky continental owners. The other two were loaded with new Pandas from Pomigliano d'Arco. Are the UK bound Giulias and Stelvios still shipped or can they come through Rotterdam I wonder? The Alfas were well protected with white sheets wheras other makes I passed were unprotected."
Nobbybm,Black QF in Sutton at Hone yesterday afternoon - stunning.
lussoman,Misano blue one parked on Cambridge Road in Lytham yesterday evening.It was dark but no mistaking that gorgeous colour.
smarty156,Red Stelvio Quadrifoglio today going past Greenhithe Asda.I was a bit slow to reciprocate the things up!I was in the red Giulia Quadrifoglio.
Mash1138,"WOW, just seen my first on the road, white (was in so much shock, didn't make the model). Traveling towards Tolworth from Surbiton. I was in the red Milano stuck in traffic going the other way"
markies,About 07:10 this morning on the A436 - it was dark but no mistaking the front end of the Stelvio
cue2,Did you see the discussion on here about the Stelvio being “bland”?I thought it was pretty distinctive too!
lussoman,That huge mouth is very distinctive for sure!
Darth Vader,Hi it was me
fangio63,2 in 2 days.. Misano QF in Maidenhead the other day whilst I was on my way to Alfa Aid with the MiTo..then a Comp Red one yesterday near Reading Uni..Thats doubled my count of QF's since I had mine in Feb..
Sweeney70,i haven't seen another Stelvio for about a monthbut have seen a few Guilia's around lately
sb1957,Bland?
cue2,Alfa Red Milano in Chislehurst.
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok."
,
Mash1138,"Forgot to add, saw 2 in 2 days, both looked dark blue, one heading down A3, the other in and around Walton on Thames...after I had taken mine to HWM for recall work."
Sweeney70,Black 68 plate on Widmore Road towards Bromley yesterday afternoon.First one I've seen for a couple of months.
Alfie155,I've seen 4 today in Lanzarote - a red and 3 white versions.Turns out you can rent them. I doubt you'd get the Alfa Wave here though.
cue2,I saw at the airport in Italy on our holiday this year we could rent a car just like ours. A week was almost into four figures.
jparkin486,Popped to the nearby garden centre in Aldermaston and there was a silver Stelvio parked up (near a white Giulietta) and then I saw a white Stelvio as I left there towards Tadley.I was in the mini so no waves exchanged with the whie one (Even I don't wave at empty Alfas in car parks)
Alfie155,"Here's one of the white ones. Assume it was a Speciale, Q4 badge and Chrome windows. It didn't move from this spot for 4 days"
Alfie155,Would that be the Aston Martin dealership off Walton Bridge? I thought they dropped the Alfa dealership a couple of years ago. The Alfa logo has disappeared from the frontage.
cue2,They still have the showroom posters judging from a LinkedIn post a while back.
W1NST,Saw a very nice Stelvio Quad as I came off M6 J29 last night. Think it was Vesuvio Grey.
wictod,Got a wave from a Red Stelvio as we passed each other on the A127 I was in the Blue one travelling towards Southend..
cue2,"At Motor Village central London,"
wictod,Cue2 you thinking about a trade in or something?
wictod,system duplicate
wictod,and another can't delete?
W1NST,That is a nice colour Cue - I hope they don’t wrap it in that hideous Jeep green colour!
Darth Vader,Could of been me. Also seen another red stelvio qv floating around the Brentwood area
cue2,"Having dropped my daughter off at school, because she’s got a really bad cold and didn’t want to miss a day, a beige Stelvio turned into the same road where the locals are overrun with girls being dropped for school.Sweeney was this your wife in the Stelvio?"
W1NST,I’ve never seen a beige one before!
cue2,I think it’s Vesuvio Grey.
Sweeney70,"Yep, checked with the missus and she said she saw you there."
jparkin486,"Hello to the red Stelvio turning in to the station car park in Theale this evening.A bit dark to see if you waved, so here's another one now ?"
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok."
,
raftopoua,"Shanghai, ChinaThe only Alfa that I have seen in 10 days!!"
jparkin486,Misano blue Stelvio heading north on the A1 near Ferrybridge this afternoon.Doubt you saw my wave as I was southbound ?
Sweeney70,"Seen two over the last week.Dark Blue one in Westminster last Tue/Wed at corner of Palace St and Victoria StAnd then a another dark one (no daylight) in Uplands, Beckenham"
markies,Green one at mid stay carpark @luton Airport on Thurs pm. I really do like the green.Then red one KR15 SFX last night again at mid stay. I recognise that plate I think ?.
